aliasNames,shortName
https://www.gnu.org/licenses/license-list.html#lgpl,spdx/LGPL-3.0
https://www.gnu.org/licenses/license-list.html#lgplv2.1,spdx/LGPL-2.1
https://www.gnu.org/licenses/license-list.html#lucent102,spdx/LPL-1.0
https://www.gnu.org/licenses/license-list.html#modifiedbsd,spdx/BSD-3-Clause
https://www.gnu.org/licenses/license-list.html#mpl,spdx/MPL-1.1
https://www.gnu.org/licenses/license-list.html#mpl-2.0,spdx/MPL-2.0
https://www.gnu.org/licenses/license-list.html#zlib,spdx/Zlib
https://www.gnu.org/prep/maintain/html_node/license-notices-for-other-files.html,FSF/GNUAllPermissive
https://www.gnu.org/software/classpath/license.html,spdx/GPL-2.0-with-classpath-exception
https://www.ibm.com/developerworks/library/os-cpl.html,spdx/CPL-1.0
https://www.ibm.com/developerworks/library/os-cplfaq/os-cplfaq-pdf.pdf,spdx/CPL-1.0
https://www.isc.org/downloads/software-support-policy/isc-license/,spdx/ISC
https://www.jcp.org/en/jsr/detail?id=173,Approved/Java Specification Participation Agreement
https://www.json.org/license.html,spdx/JSON
https://www.maplesoft.com/support/help/maple/view.aspx?path=license/jetty,Approved/EPL-1.0 + Apache-2.0 for Jetty NOTICE
https://www.mesa3d.org/license.html,Approved/MIT + Boost  + SGI-B-1.0 for Mesa License NOTICE
https://www.microsoft.com/en-us/licensing/licensing-programs/software-assurance-license-mobility.aspx,Approved/BYOL and Oversubscription
https://www.mozilla.org/en-us/mpl/,spdx/MPL-2.0
https://www.mozilla.org/en-us/mpl/1.1/,spdx/MPL-1.1
https://www.mozilla.org/en-us/mpl/2.0/,spdx/MPL-2.0
https://www.mozilla.org/ja/mpl/npl-1.1/,spdx/NPL-1.1
https://www.mysql.com/about/legal/licensing/foss-exception/,Approved/MySQL FOSS License Exception
https://www.mysql.com/about/legal/licensing/oem/,MySQL open source software
https://www.novell.com/documentation/filr-3/filr-inst/data/bk8tuq9.html,Approved/LGPL-2.1 based Colt License Agreement Notice
https://www.openhub.net/licenses/arev_fonts_copyright,Approved/Arev Fonts License
https://www.oracle.com/technology/software/htdocs/distlic.html,Approved/Oracle Technology Network License Agreement
https://www.pcre.org/licence.txt,Approved/PCRE2 LICENCE
https://www.postgresql.org/about/licence/,spdx/PostgreSQL
https://www.python.org/download/releases/3.4.0/license/,spdx/Python-2.0
https://www.r-project.org/licenses/agpl-3,spdx/AGPL-3.0
https://www.r-project.org/licenses/artistic-1.0,spdx/Artistic-1.0
https://www.r-project.org/licenses/artistic-2.0,spdx/Artistic-2.0
https://www.r-project.org/licenses/gpl-2,spdx/GPL-2.0
https://www.r-project.org/licenses/gpl-3,spdx/GPL-3.0
https://www.r-project.org/licenses/lgpl-2,spdx/LGPL-2.0
https://www.r-project.org/licenses/lgpl-2.1,spdx/LGPL-2.1
https://www.r-project.org/licenses/lgpl-3,spdx/LGPL-3.0
https://www.riverbankcomputing.com/software/sip/license,Approved/GPL-3.0 + Python License NOTICE
https://www.seas.upenn.edu/~pdtb/pdtbapi/license/jaxenlicense,Approved/Apache-1.1 by Werken Company
https://www.sencha.com/legal/,Approved/GPL-3.0 + Sencha Licensing Notices
https://www.slf4j.org/license.html,Approved/MIT for Qos ch
https://www.smlnj.org/license.html,spdx/SMLNJ
https://www.socialtext.net/open/cpal_license_in_wikitext,spdx/CPAL-1.0
https://www.sonatype.com/usage/master-eula,Approved/Sonatype END USER LICENSE AGREEMENT
https://www.w3.org/consortium/legal/2002/copyright-software-20021231.html,spdx/W3C
https://www.w3.org/consortium/legal/2015/copyright-software-and-document,spdx/W3C-20150513
https://www.webmproject.org/license/,FSF/WebM
https://www.zimbra.com/legal/zimbra-public-license-1-4/,spdx/Zimbra-1.4
https://xerces.apache.org/xml-commons/licenses.html,spdx/Apache-2.0
i2p gpl+java exception,spdx/i2p-gpl-java-exception
i2p-gpl-java-exception,spdx/i2p-gpl-java-exception
ibm common public license,spdx/CPL-1.0
ibm powerpc initialization and boot software,spdx/IBM-pibs
ibm public license,spdx/IPL-1.0
ibm public license 1.0,spdx/IPL-1.0
ibm public license v1.0,spdx/IPL-1.0
"ibm public license, version 1.0",spdx/IPL-1.0
ibm-pibs,spdx/IBM-pibs
ibmpl,spdx/IPL-1.0
icu,spdx/ICU
icu license,spdx/ICU
icu license - icu 1.8.1 to icu 57.1,spdx/ICU
icu-license-icu-1-8-1-and-later,spdx/ICU
icu4j license,spdx/ICU
iedriverserver license,spdx/Apache-2.0
ijg,spdx/IJG
imagemagick,spdx/ImageMagick
imagemagick license,spdx/ImageMagick
imatix,spdx/iMatix
imatix standard function library (sfl) license,spdx/iMatix
imatix standard function library agreement,spdx/iMatix
imlib2,spdx/Imlib2
imlib2 license,spdx/Imlib2
include\apr_md5.h,spdx/RSA-MD
includeapr_md5.h,spdx/RSA-MD
independent jpeg group license,spdx/IJG
indiana university extreme! lab software license,Approved/Indiana University Extreme! Lab Software License.TXT
"indiana university extreme! lab software license, vesion 1.1.1",Approved/Indiana University Extreme! Lab Software License.TXT
info-zip,spdx/Info-ZIP
info-zip license,spdx/Info-ZIP
informal license,FSF/informal
intel,spdx/Intel
intel acpi software license agreement,spdx/Intel-ACPI
intel open source license,spdx/Intel-ACPI
intel-acpi,spdx/Intel-ACPI
interbase public license v1.0,spdx/Interbase-1.0
interbase-1.0,spdx/Interbase-1.0
internet software consortium,spdx/ISC
internet systems consortium,spdx/ISC
ipa,spdx/IPA
"ipa
    font license",spdx/IPA
ipa font license,spdx/IPA
ipl-1.0,spdx/IPL-1.0
isc,spdx/ISC
isc license,spdx/ISC
isc license (isc),spdx/ISC
"jabber open source license, version 1.0",FSF/josl
jabberoslv1.0,FSF/josl
jahia community source license,FSF/Jahia
jamon license,spdx/BSD-3-Clause
jamon license - modified bsd license,spdx/BSD-3-Clause
jasper license,spdx/JasPer-2.0
jasper-2.0,spdx/JasPer-2.0
java api for working with money and currencies,JSR 354 (Money and Currency API)
java html tidy license,Approved/HTML Tidy by W3C
java technology api 2.0 specification,Approved/Day Specification License
javascript:highsoft standard terms and conditions,Approved/Highsoft Standard License Agreement 9.0
jboss-common-jdbc-wrapper,Approved/LGPL-2.1 for jboss-common-jdbc-wrapper NOTICE
jboss-common-jdbc-wrapper license,Approved/LGPL-2.1 for jboss-common-jdbc-wrapper NOTICE
jboss-common-jdbc-wrapper.jar,Approved/LGPL-2.1 for jboss-common-jdbc-wrapper NOTICE
jboss-common-jdbc-wrapper.jar license,Approved/LGPL-2.1 for jboss-common-jdbc-wrapper NOTICE
jcr 2.0,Approved/Day Specification License
jdom,Approved/DOM4J by MetaStuff
jdom license,Approved/DOM4J by MetaStuff
jetty web container copyright and license,Approved/CDDL + GPL-2.0-with-classpath-exception + Apache-2.0 for Jetty Web Container Copyright and License
jetty-web-container-license,Approved/CDDL + GPL-2.0-with-classpath-exception + Apache-2.0 for Jetty Web Container Copyright and License
jj2000,Approved/LICENSE-JJ2000
jpeg 2000 standard,Approved/LICENSE-JJ2000
jpython 1.1.x software license,spdx/CNRI-Jython
jquery license,Approved/MIT + CC0-1.0 for jquery License
js foundation intellectual property policy,Approved/MIT + CC0-1.0 for jquery License
json,spdx/JSON
json license,spdx/JSON
json non free license,spdx/JSON
jsr 354 (money and currency api),JSR 354 (Money and Currency API)
jsr 354 provides an api,JSR 354 (Money and Currency API)
jsr-275 specifies java packages,JSR275 Specification License
jsr107/agreement,JSR107_Agreement
jsr107_agreement,JSR107_Agreement
jsr275 specification license,JSR275 Specification License
jython,spdx/Python-2.0
kindly,spdx/MIT
lal-1.2,spdx/LAL-1.2
lal-1.3,spdx/LAL-1.3
latex project public license,spdx/LPPL-1.3a
latex project public license 1.2,spdx/LPPL-1.2
latex project public license 1.3a,spdx/LPPL-1.3a
latex project public license 1.3c,spdx/LPPL-1.3c
latex project public license v1.0,spdx/LPPL-1.0
latex project public license v1.1,spdx/LPPL-1.1
latex project public license v1.2,spdx/LPPL-1.2
latex project public license v1.3a,spdx/LPPL-1.3a
latex project public license v1.3c,spdx/LPPL-1.3c
latex2e,spdx/Latex2e
latex2e license,spdx/Latex2e
lawrence berkeley national labs bsd variant license,spdx/BSD-3-Clause-LBNL
leptonica,spdx/Leptonica
leptonica license,spdx/Leptonica
lesser general public license,spdx/LGPL-2.0
lesser general public license (lgpl),spdx/LGPL-2.1
lesser general public license (lgpl) v 3.0,spdx/LGPL-3.0
lesser general public license (lgpl) version 2.1 (the license),spdx/LGPL-2.1
"lesser general public license (lgpl), version 2",spdx/LGPL-2.0
lesser general public license for linguistic resources,spdx/LGPLLR
lesser gnu public license v2.1.,spdx/LGPL-2.1
lgpl,spdx/LGPL-2.1
lgpl 2,spdx/LGPL-2.0
lgpl 2.1,spdx/LGPL-2.1
lgpl 2.1 license,spdx/LGPL-2.1
lgpl and bsd,spdx/LGPL-2.1
lgpl license,spdx/LGPL-2.0
lgpl license version 3.0,spdx/LGPL-3.0
"lgpl license, version 3.0",spdx/LGPL-3.0
lgpl or gpl-2.0,spdx/LGPL-2.1
lgpl+bsd,spdx/LGPL-2.1
"lgpl, v2.1 or later",spdx/LGPL-2.1+
"lgpl, version 2.1",spdx/LGPL-2.1
"lgpl,version 2.1",spdx/LGPL-2.1
lgpl-2,spdx/LGPL-2.0
lgpl-2.0,spdx/LGPL-2.0
lgpl-2.0+,spdx/LGPL-2.0+
lgpl-2.0-only,spdx/LGPL-2.0-only
lgpl-2.0-or-later,spdx/LGPL-2.0-or-later
lgpl-2.1,spdx/LGPL-2.1
lgpl-2.1+,spdx/LGPL-2.1+
lgpl-2.1-only,spdx/LGPL-2.1-only
lgpl-2.1-or-later,spdx/LGPL-2.1-or-later
lgpl-3.0,spdx/LGPL-3.0
lgpl-3.0+,spdx/LGPL-3.0+
lgpl-3.0-only,spdx/LGPL-3.0-only
lgpl-3.0-or-later,spdx/LGPL-3.0-or-later
lgpl2.1,spdx/LGPL-2.1
lgpl3.0,spdx/LGPL-3.0
lgpl_v2_1,spdx/LGPL-2.1
lgpllr,spdx/LGPLLR
lgplv2.1,spdx/LGPL-2.1
lgplv3,spdx/LGPL-3.0
libpng,spdx/Libpng
libpng license,spdx/Libpng
"libpng license (see license, below)",spdx/Libpng
libtiff,spdx/libtiff
libtiff license,spdx/libtiff
libtool exception,spdx/Libtool-exception
libtool-exception,spdx/Libtool-exception
licence art libre 1.2,spdx/LAL-1.2
licence art libre 1.3,spdx/LAL-1.3
licence libre du qu?bec ? permissive version 1.1,spdx/LiLiQ-P-1.1
licence libre du qu?bec ? r?ciprocit? forte version 1.1,spdx/LiLiQ-Rplus-1.1
licence libre du qu?bec ? r?ciprocit? version 1.1,spdx/LiLiQ-R-1.1
licence libre du qu?bec ?epermissive version 1.1,spdx/LiLiQ-P-1.1
licence libre du qu?bec ?er?ciprocit? forte version 1.1,spdx/LiLiQ-Rplus-1.1
licence libre du qu?bec ?er?ciprocit? version 1.1,spdx/LiLiQ-R-1.1
licence libre du qu\u00e9bec \u2013 permissive version 1.1,spdx/LiLiQ-P-1.1
licence libre du qu\u00e9bec \u2013 r\u00e9ciprocit\u00e9 forte version 1.1,spdx/LiLiQ-Rplus-1.1
licence libre du qu\u00e9bec \u2013 r\u00e9ciprocit\u00e9 version 1.1,spdx/LiLiQ-R-1.1
licence libre du québec – permissive version 1.1,spdx/LiLiQ-P-1.1
licence libre du québec – réciprocité forte version 1.1,spdx/LiLiQ-Rplus-1.1
licence libre du québec – réciprocité version 1.1,spdx/LiLiQ-R-1.1
"license
       of the ec fonts for latex",FSF/ecfonts
license based on the mit x consortium license,spdx/X11
license grant for the tck,JSR107_Agreement
license mobility through software assurance,Approved/BYOL and Oversubscription
license of imlib2,spdx/Imlib2
license of lha,FSF/Lha
license of netscape javascript,NetscapeJavaScript
license of perl 5 and below,FSF/PerlLicense
license of pine,FSF/PINE
license of python 1.6a2 and earlier versions,FSF/Python1.6a2
license of python 1.6b1 through 2.0 and 2.1,spdx/Python-2.0
"license of python 2.0.1, 2.1.1, and newer versions",spdx/Python-2.0
license of ruby,spdx/Ruby
license of the ec fonts for latex,Approved/LaTeX_ecfonts
license of the imatix standard function library,spdx/iMatix
"license of vim, version 6.1 or later",spdx/Vim
license of webm,FSF/WebM
license of xinetd,spdx/xinetd
license of zlib,spdx/Nunit
licensed to psf under a contributor agreement,spdx/Python-2.0
licensed under aplv2,spdx/Apache-2.0
licensed under the apache license v. 2.0.,spdx/Apache-2.0
"licensed under the apache license, version 2.0 (the ""license"")",spdx/Apache-2.0
"licensed under the apache license, version 2.0 (the 'license')",spdx/Apache-2.0
licensed under the asl or a similar license,spdx/Apache-2.0
licensed under the mit license,spdx/MIT
licensesapache-license-version-2-0,spdx/Apache-2.0
licensescommon-development-and-distribution-license-v1-0,spdx/CDDL-1.0
licensesgnu-lesser-general-public-license-version-2-0,spdx/LGPL-2.0
licensesnew-bsd-license,spdx/BSD-3-Clause
licensesofl,spdx/OFL-1.0
licensesow2-asm-license,spdx/BSD-3-Clause
licensesthe-mit-license,spdx/MIT
licensing information for mysql connector/j 5.1,Approved/Election of GPLv2 for MySQL ConnectorJ
liliq-p-1.1,spdx/LiLiQ-P-1.1
liliq-r-1.1,spdx/LiLiQ-R-1.1
liliq-rplus-1.1,spdx/LiLiQ-Rplus-1.1
linux kernel variant of openib.org license,spdx/Linux-OpenIB
linux syscall note,spdx/Linux-syscall-note
linux-openib,spdx/Linux-OpenIB
linux-syscall-note,spdx/Linux-syscall-note
llvm exception,spdx/LLVM-exception
llvm-exception,spdx/LLVM-exception
logilab-common license,Approved/LGPL-2.1 for logilab-common NOTICE
lpl-1.0,spdx/LPL-1.0
lpl-1.02,spdx/LPL-1.02
lppl-1.0,spdx/LPPL-1.0
lppl-1.1,spdx/LPPL-1.1
lppl-1.2,spdx/LPPL-1.2
lppl-1.3a,spdx/LPPL-1.3a
lppl-1.3c,spdx/LPPL-1.3c
lucent public license,spdx/LPL-1.0
lucent public license v1.02,spdx/LPL-1.02
lucent public license version 1.0,spdx/LPL-1.0
lucent public license version 1.02,spdx/LPL-1.02
lucent public license version 1.02 (plan 9 license),spdx/LPL-1.02
lucent102,spdx/LPL-1.02
lzma exception,spdx/LZMA-exception
lzma-exception,spdx/LZMA-exception
macros and inline functions exception,spdx/mif-exception
makeindex,spdx/MakeIndex
makeindex license,spdx/MakeIndex
matrix template library license,spdx/MTLL
may only use byol if you have existing license,Approved/BYOL and Oversubscription
mesa 3-d graphics library,Approved/MIT + Boost  + SGI-B-1.0 for Mesa License NOTICE
mesa license,Approved/MIT + Boost  + SGI-B-1.0 for Mesa License NOTICE
mesa source code and documentation is license,Approved/MIT + Boost  + SGI-B-1.0 for Mesa License NOTICE
microsoft public license,spdx/MS-PL
microsoft public license (ms-pl),spdx/MS-PL
microsoft public license (ms-pl) ,FSF/ms-pl
microsoft reciprocal license,spdx/MS-RL
microsoft reciprocal license (ms-rl),spdx/MS-RL
"microsoft shared source cli, c#, and jscript license",FSF/Ms-SS
"microsoft's shared source cli, c#, and jscript license",FSF/Ms-SS
mif-exception,spdx/mif-exception
miros,spdx/MirOS
miros licence,spdx/MirOS
miros license,spdx/MirOS
mit,spdx/MIT
mit +no-false-attribs license,spdx/MITNFA
mit license,spdx/MIT
mit license (mit),spdx/MIT
mit license / x11 license,spdx/X11
mit no attribution,spdx/MIT-0
mit open source license.,spdx/MIT
mit' in license,spdx/MIT
"mit(self.contact_link, license",spdx/MIT
"mit, see license",spdx/MIT
mit-0,spdx/MIT-0
mit-advertising,spdx/MIT-advertising
mit-cmu,spdx/MIT-CMU
mit-enna,spdx/MIT-enna
mit-feh,spdx/MIT-feh
mit-license,spdx/MIT
mit-style,spdx/MIT
mit-style license,spdx/MIT
mit/x derivate,spdx/X11
mit/x derivative license,spdx/X11
mit/x11,spdx/X11
mit/x11 license,spdx/X11
mit_license,spdx/MIT
mitations of python license,spdx/Python-2.0
mitnfa,spdx/MITNFA
modified bsd,spdx/BSD-3-Clause
modified bsd license,spdx/BSD-3-Clause
modifiedbsd,spdx/BSD-3-Clause
monetary api for the java,JSR 354 (Money and Currency API)
motosoto,spdx/Motosoto
motosoto license,spdx/Motosoto
"mozilla public
       license (mpl) version 2.0",spdx/MPL-2.0
mozilla public license,spdx/MPL-1.0
mozilla public license (mpl) version 1.1,spdx/MPL-1.1
mozilla public license (mpl) version 2.0,spdx/MPL-2.0
mozilla public license 1.0,spdx/MPL-1.0
mozilla public license 1.1,spdx/MPL-1.1
mozilla public license 1.1 (mpl 1.1),spdx/MPL-1.1
mozilla public license 2.0,spdx/MPL-2.0
mozilla public license 2.0 (no copyleft exception),spdx/MPL-2.0-no-copyleft-exception
mozilla public license v. 1.1,spdx/MPL-1.1
mozilla public license version 1.1,spdx/MPL-1.1
mozilla public license version 2,spdx/MPL-2.0
mozilla public license version 2.0,spdx/MPL-2.0
mozilla public license(mpl) version 1.1,spdx/MPL-1.1
mozilla public license?1.1,spdx/MPL-1.1
mozilla public license?2.0,spdx/MPL-2.0
mozilla-public-license-v1-1,spdx/MPL-1.1
mpich2,spdx/mpich2
mpich2 license,spdx/mpich2
mpl,FSF/MPL
mpl 1.1,spdx/MPL-1.1
mpl v2.0,FSF/MPL-2.0
mpl-1.0,spdx/MPL-1.0
mpl-1.1,spdx/MPL-1.1
mpl-2.0,spdx/MPL-2.0
mpl-2.0-no-copyleft-exception,spdx/MPL-2.0-no-copyleft-exception
mplv2,spdx/MPL-2.0
mplv2.0,spdx/MPL-2.0
ms-pl,spdx/MS-PL
ms-rl,spdx/MS-RL
mtll,spdx/MTLL
multics,spdx/Multics
multics license,spdx/Multics
mup,spdx/Mup
mup license,spdx/Mup
mx4j license,Approved/MX4j
mysql client libraries are typically licensed pursuant to version 2 of the general public license,Approved/Election of GPLv2 for MySQL ConnectorJ
mysql connector/j,Approved/Election of GPLv2 for MySQL ConnectorJ
mysql connectorj,Approved/Election of GPLv2 for MySQL ConnectorJ
mysql foss license exception,Approved/MySQL FOSS License Exception
mysql open source software,MySQL open source software
nanoxml is distributed under the zlib/libpng license,Approved/NanoXML License
nanoxml license,Approved/NanoXML License
nasa open source agreement,spdx/NASA-1.3
nasa open source agreement 1.3,spdx/NASA-1.3
nasa-1.3,spdx/NASA-1.3
naumen,spdx/Naumen
naumen public license,spdx/Naumen
nbpl-1.0,spdx/NBPL-1.0
ncsa,spdx/NCSA
ncsa open source license,spdx/NCSA
ncsa/university of illinois open source license,spdx/NCSA
net boolean public license v1,spdx/NBPL-1.0
net-snmp,spdx/Net-SNMP
net-snmp license,spdx/Net-SNMP
netcdf,spdx/NetCDF
netcdf c library license,spdx/NetCDF
netcdf license,spdx/NetCDF
nethack general public license,spdx/NGPL
netizen open source license,spdx/NOSL
"netizen open source license (nosl), version 1.0",spdx/NOSL
netizen open source license version 1.0,spdx/NOSL
netscape public license,spdx/NPL-1.1
netscape public license (npl),spdx/NPL-1.1
netscape public license v1.0,spdx/NPL-1.0
netscape public license v1.1,spdx/NPL-1.1
netscape public license version 1.1,spdx/NPL-1.1
netscapejavascript,NetscapeJavaScript
new bsd,spdx/BSD-3-Clause
new bsd license,spdx/BSD-3-Clause
new-bsd-license,spdx/BSD-3-Clause
newopenldap,spdx/OLDAP-2.7
newsletr,spdx/Newsletr
newsletr license,spdx/Newsletr
ngpl,spdx/NGPL
nlod-1.0,spdx/NLOD-1.0
nlpl,spdx/NLPL
no license,spdx/NONE
no limit public license,spdx/NLPL
nokia,spdx/Nokia
nokia open source license,spdx/Nokia
nokia open source license (nokos license) version 1.0a,spdx/Nokia
nokia qt lgpl exception 1.1,spdx/Nokia-Qt-exception-1.1
nokia-qt-exception-1.1,spdx/Nokia-Qt-exception-1.1
non-profit open software license 3.0,spdx/NPOSL-3.0
norwegian licence for open government data,spdx/NLOD-1.0
nosl,spdx/NOSL
noweb,spdx/Noweb
noweb license,spdx/Noweb
npl-1.0,spdx/NPL-1.0
npl-1.1,spdx/NPL-1.1
nposl-3.0,spdx/NPOSL-3.0
nrl,spdx/NRL
nrl license,spdx/NRL
ntp,spdx/NTP
ntp license,spdx/NTP
numpy license (bsd style),spdx/BSD-3-Clause
numpy license (see license.txt in the numpy source code),spdx/BSD-3-Clause
nunit,spdx/Nunit
nunit license,spdx/Nunit
ocaml lgpl linking exception,spdx/OCaml-LGPL-linking-exception
ocaml-lgpl-linking-exception,spdx/OCaml-LGPL-linking-exception
occt-exception-1.0,spdx/OCCT-exception-1.0
occt-pl,spdx/OCCT-PL
oclc research public license 2.0,spdx/OCLC-2.0
oclc-2.0,spdx/OCLC-2.0
oculus rift sdk license,FSF/OculusRift
oculus_vr_rift_sdk_license,FSF/OculusRift
odbl-1.0,spdx/ODbL-1.0
odc open database license v1.0,spdx/ODbL-1.0
odc public domain dedication & license 1.0,spdx/PDDL-1.0
odc-by-1.0,spdx/ODC-By-1.0
of the common development and distribution license is contained in,spdx/CDDL-1.0
ofl-1.0,spdx/OFL-1.0
ofl-1.1,spdx/OFL-1.1
ogc copyright,Approved/OGC legal NOTICE
